Temperature (K)	Pressure (bar)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (Pa*s)	Therm. Cond. (W/m*K)	Phase
310.50	30.000	2.3028	0.43425	2819.6	4122.4	39.959	10.243	14.417	1365.8	-0.033416	9.1734e-06	0.19500	supercritical
311.50	30.000	2.2955	0.43563	2829.9	4136.8	40.005	10.246	14.420	1367.9	-0.033574	9.1936e-06	0.19546	supercritical
312.50	30.000	2.2882	0.43702	2840.2	4151.2	40.051	10.249	14.422	1370.0	-0.033730	9.2138e-06	0.19593	supercritical
313.50	30.000	2.2810	0.43840	2850.5	4165.7	40.098	10.251	14.424	1372.0	-0.033884	9.2339e-06	0.19639	supercritical
314.50	30.000	2.2738	0.43978	2860.7	4180.1	40.144	10.254	14.427	1374.1	-0.034038	9.2541e-06	0.19685	supercritical
315.50	30.000	2.2667	0.44117	2871.0	4194.5	40.189	10.257	14.429	1376.2	-0.034191	9.2742e-06	0.19731	supercritical
316.50	30.000	2.2596	0.44255	2881.3	4208.9	40.235	10.259	14.431	1378.2	-0.034342	9.2943e-06	0.19777	supercritical
317.50	30.000	2.2526	0.44393	2891.6	4223.4	40.280	10.262	14.433	1380.3	-0.034493	9.3144e-06	0.19823	supercritical
318.50	30.000	2.2456	0.44531	2901.9	4237.8	40.326	10.264	14.435	1382.3	-0.034642	9.3344e-06	0.19869	supercritical
319.50	30.000	2.2387	0.44670	2912.2	4252.2	40.371	10.267	14.437	1384.4	-0.034791	9.3545e-06	0.19915	supercritical
320.50	30.000	2.2318	0.44808	2922.5	4266.7	40.416	10.269	14.439	1386.4	-0.034938	9.3745e-06	0.19960	supercritical
321.50	30.000	2.2249	0.44946	2932.7	4281.1	40.461	10.272	14.441	1388.5	-0.035085	9.3945e-06	0.20006	supercritical
322.50	30.000	2.2181	0.45084	2943.0	4295.6	40.506	10.274	14.443	1390.5	-0.035230	9.4145e-06	0.20052	supercritical
323.50	30.000	2.2113	0.45222	2953.3	4310.0	40.551	10.276	14.445	1392.5	-0.035374	9.4345e-06	0.20097	supercritical
324.50	30.000	2.2046	0.45361	2963.6	4324.5	40.595	10.279	14.447	1394.6	-0.035518	9.4545e-06	0.20142	supercritical
325.50	30.000	2.1979	0.45499	2973.9	4338.9	40.640	10.281	14.449	1396.6	-0.035660	9.4744e-06	0.20188	supercritical
326.50	30.000	2.1912	0.45637	2984.2	4353.4	40.684	10.283	14.451	1398.7	-0.035801	9.4943e-06	0.20233	supercritical
327.50	30.000	2.1846	0.45775	2994.5	4367.8	40.728	10.285	14.452	1400.7	-0.035942	9.5142e-06	0.20278	supercritical
328.50	30.000	2.1780	0.45913	3004.9	4382.3	40.772	10.287	14.454	1402.7	-0.036081	9.5341e-06	0.20323	supercritical
329.50	30.000	2.1715	0.46052	3015.2	4396.7	40.816	10.290	14.456	1404.7	-0.036220	9.5540e-06	0.20368	supercritical
330.50	30.000	2.1650	0.46190	3025.5	4411.2	40.860	10.292	14.458	1406.8	-0.036357	9.5739e-06	0.20413	supercritical
331.50	30.000	2.1585	0.46328	3035.8	4425.6	40.904	10.294	14.459	1408.8	-0.036494	9.5937e-06	0.20458	supercritical
332.50	30.000	2.1521	0.46466	3046.1	4440.1	40.947	10.296	14.461	1410.8	-0.036630	9.6135e-06	0.20503	supercritical
333.50	30.000	2.1457	0.46604	3056.4	4454.6	40.991	10.298	14.462	1412.8	-0.036765	9.6333e-06	0.20548	supercritical
334.50	30.000	2.1394	0.46742	3066.7	4469.0	41.034	10.299	14.464	1414.8	-0.036898	9.6531e-06	0.20593	supercritical
335.50	30.000	2.1331	0.46881	3077.1	4483.5	41.077	10.301	14.465	1416.8	-0.037031	9.6729e-06	0.20637	supercritical
336.50	30.000	2.1268	0.47019	3087.4	4497.9	41.120	10.303	14.467	1418.8	-0.037164	9.6927e-06	0.20682	supercritical
337.50	30.000	2.1206	0.47157	3097.7	4512.4	41.163	10.305	14.468	1420.8	-0.037295	9.7124e-06	0.20726	supercritical
338.50	30.000	2.1144	0.47295	3108.0	4526.9	41.206	10.307	14.470	1422.8	-0.037425	9.7321e-06	0.20771	supercritical
339.50	30.000	2.1082	0.47433	3118.4	4541.4	41.249	10.309	14.471	1424.8	-0.037555	9.7518e-06	0.20815	supercritical
340.50	30.000	2.1021	0.47571	3128.7	4555.8	41.291	10.310	14.473	1426.8	-0.037684	9.7715e-06	0.20859	supercritical
341.50	30.000	2.0960	0.47709	3139.0	4570.3	41.334	10.312	14.474	1428.8	-0.037811	9.7912e-06	0.20904	supercritical
342.50	30.000	2.0900	0.47847	3149.4	4584.8	41.376	10.314	14.475	1430.8	-0.037939	9.8108e-06	0.20948	supercritical
343.50	30.000	2.0840	0.47985	3159.7	4599.2	41.418	10.315	14.477	1432.8	-0.038065	9.8305e-06	0.20992	supercritical
344.50	30.000	2.0780	0.48124	3170.0	4613.7	41.460	10.317	14.478	1434.8	-0.038190	9.8501e-06	0.21036	supercritical
345.50	30.000	2.0720	0.48262	3180.4	4628.2	41.502	10.318	14.479	1436.8	-0.038315	9.8697e-06	0.21080	supercritical
346.50	30.000	2.0661	0.48400	3190.7	4642.7	41.544	10.320	14.480	1438.8	-0.038438	9.8893e-06	0.21124	supercritical
347.50	30.000	2.0603	0.48538	3201.0	4657.2	41.586	10.322	14.482	1440.7	-0.038561	9.9089e-06	0.21168	supercritical
348.50	30.000	2.0544	0.48676	3211.4	4671.6	41.628	10.323	14.483	1442.7	-0.038684	9.9285e-06	0.21212	supercritical
349.50	30.000	2.0486	0.48814	3221.7	4686.1	41.669	10.324	14.484	1444.7	-0.038805	9.9480e-06	0.21255	supercritical
350.50	30.000	2.0428	0.48952	3232.1	4700.6	41.710	10.326	14.485	1446.7	-0.038926	9.9675e-06	0.21299	supercritical
351.50	30.000	2.0371	0.49090	3242.4	4715.1	41.752	10.327	14.486	1448.6	-0.039045	9.9871e-06	0.21343	supercritical
352.50	30.000	2.0314	0.49228	3252.7	4729.6	41.793	10.329	14.487	1450.6	-0.039165	1.0007e-05	0.21386	supercritical
353.50	30.000	2.0257	0.49366	3263.1	4744.1	41.834	10.330	14.488	1452.6	-0.039283	1.0026e-05	0.21430	supercritical
354.50	30.000	2.0200	0.49504	3273.4	4758.6	41.875	10.331	14.489	1454.5	-0.039401	1.0046e-05	0.21473	supercritical
355.50	30.000	2.0144	0.49642	3283.8	4773.1	41.916	10.333	14.490	1456.5	-0.039517	1.0065e-05	0.21516	supercritical
356.50	30.000	2.0088	0.49780	3294.1	4787.5	41.956	10.334	14.491	1458.5	-0.039633	1.0084e-05	0.21560	supercritical
357.50	30.000	2.0033	0.49918	3304.5	4802.0	41.997	10.335	14.492	1460.4	-0.039749	1.0104e-05	0.21603	supercritical
358.50	30.000	1.9978	0.50056	3314.8	4816.5	42.037	10.337	14.493	1462.4	-0.039864	1.0123e-05	0.21646	supercritical
359.50	30.000	1.9923	0.50194	3325.2	4831.0	42.078	10.338	14.494	1464.3	-0.039977	1.0143e-05	0.21689	supercritical
360.50	30.000	1.9868	0.50332	3335.5	4845.5	42.118	10.339	14.495	1466.3	-0.040091	1.0162e-05	0.21733	supercritical
361.50	30.000	1.9814	0.50470	3345.9	4860.0	42.158	10.340	14.496	1468.2	-0.040203	1.0181e-05	0.21776	supercritical
362.50	30.000	1.9760	0.50608	3356.3	4874.5	42.198	10.341	14.497	1470.2	-0.040315	1.0201e-05	0.21819	supercritical
363.50	30.000	1.9706	0.50746	3366.6	4889.0	42.238	10.342	14.498	1472.1	-0.040426	1.0220e-05	0.21862	supercritical
364.50	30.000	1.9652	0.50884	3377.0	4903.5	42.278	10.343	14.498	1474.0	-0.040537	1.0239e-05	0.21904	supercritical
365.50	30.000	1.9599	0.51022	3387.3	4918.0	42.318	10.345	14.499	1476.0	-0.040646	1.0259e-05	0.21947	supercritical
366.50	30.000	1.9546	0.51160	3397.7	4932.5	42.357	10.346	14.500	1477.9	-0.040756	1.0278e-05	0.21990	supercritical
367.50	30.000	1.9494	0.51298	3408.1	4947.0	42.397	10.347	14.501	1479.8	-0.040864	1.0297e-05	0.22033	supercritical
368.50	30.000	1.9442	0.51436	3418.4	4961.5	42.436	10.348	14.502	1481.8	-0.040972	1.0316e-05	0.22076	supercritical
369.50	30.000	1.9390	0.51574	3428.8	4976.0	42.476	10.349	14.502	1483.7	-0.041079	1.0336e-05	0.22118	supercritical
370.50	30.000	1.9338	0.51712	3439.1	4990.5	42.515	10.350	14.503	1485.6	-0.041185	1.0355e-05	0.22161	supercritical
371.50	30.000	1.9286	0.51850	3449.5	5005.0	42.554	10.351	14.504	1487.5	-0.041291	1.0374e-05	0.22203	supercritical
372.50	30.000	1.9235	0.51988	3459.9	5019.5	42.593	10.352	14.505	1489.5	-0.041396	1.0393e-05	0.22246	supercritical
373.50	30.000	1.9184	0.52126	3470.2	5034.0	42.632	10.353	14.505	1491.4	-0.041501	1.0413e-05	0.22288	supercritical
374.50	30.000	1.9134	0.52264	3480.6	5048.5	42.671	10.353	14.506	1493.3	-0.041605	1.0432e-05	0.22331	supercritical
375.50	30.000	1.9083	0.52402	3491.0	5063.0	42.709	10.354	14.507	1495.2	-0.041708	1.0451e-05	0.22373	supercritical
376.50	30.000	1.9033	0.52540	3501.3	5077.5	42.748	10.355	14.507	1497.1	-0.041811	1.0470e-05	0.22415	supercritical
377.50	30.000	1.8983	0.52678	3511.7	5092.0	42.786	10.356	14.508	1499.0	-0.041913	1.0489e-05	0.22457	supercritical
378.50	30.000	1.8934	0.52816	3522.1	5106.6	42.825	10.357	14.508	1500.9	-0.042014	1.0508e-05	0.22500	supercritical
379.50	30.000	1.8884	0.52954	3532.5	5121.1	42.863	10.358	14.509	1502.9	-0.042115	1.0527e-05	0.22542	supercritical
380.50	30.000	1.8835	0.53092	3542.8	5135.6	42.901	10.359	14.510	1504.8	-0.042215	1.0546e-05	0.22584	supercritical
381.50	30.000	1.8787	0.53229	3553.2	5150.1	42.939	10.359	14.510	1506.7	-0.042315	1.0565e-05	0.22626	supercritical
382.50	30.000	1.8738	0.53367	3563.6	5164.6	42.977	10.360	14.511	1508.6	-0.042414	1.0585e-05	0.22668	supercritical
383.50	30.000	1.8690	0.53505	3573.9	5179.1	43.015	10.361	14.511	1510.5	-0.042512	1.0604e-05	0.22710	supercritical
384.50	30.000	1.8642	0.53643	3584.3	5193.6	43.053	10.362	14.512	1512.3	-0.042610	1.0623e-05	0.22752	supercritical
385.50	30.000	1.8594	0.53781	3594.7	5208.1	43.091	10.362	14.512	1514.2	-0.042707	1.0642e-05	0.22793	supercritical
386.50	30.000	1.8546	0.53919	3605.1	5222.6	43.128	10.363	14.513	1516.1	-0.042804	1.0661e-05	0.22835	supercritical
387.50	30.000	1.8499	0.54057	3615.4	5237.2	43.166	10.364	14.513	1518.0	-0.042900	1.0680e-05	0.22877	supercritical
388.50	30.000	1.8452	0.54195	3625.8	5251.7	43.203	10.365	14.514	1519.9	-0.042995	1.0699e-05	0.22919	supercritical
389.50	30.000	1.8405	0.54333	3636.2	5266.2	43.240	10.365	14.514	1521.8	-0.043090	1.0718e-05	0.22960	supercritical
390.50	30.000	1.8359	0.54471	3646.6	5280.7	43.278	10.366	14.515	1523.7	-0.043185	1.0736e-05	0.23002	supercritical
391.50	30.000	1.8312	0.54608	3657.0	5295.2	43.315	10.367	14.515	1525.5	-0.043279	1.0755e-05	0.23044	supercritical
392.50	30.000	1.8266	0.54746	3667.3	5309.7	43.352	10.367	14.516	1527.4	-0.043372	1.0774e-05	0.23085	supercritical
393.50	30.000	1.8220	0.54884	3677.7	5324.2	43.389	10.368	14.516	1529.3	-0.043465	1.0793e-05	0.23127	supercritical
394.50	30.000	1.8175	0.55022	3688.1	5338.8	43.426	10.369	14.516	1531.2	-0.043557	1.0812e-05	0.23168	supercritical
395.50	30.000	1.8129	0.55160	3698.5	5353.3	43.462	10.369	14.517	1533.0	-0.043649	1.0831e-05	0.23210	supercritical
396.50	30.000	1.8084	0.55298	3708.9	5367.8	43.499	10.370	14.517	1534.9	-0.043740	1.0850e-05	0.23251	supercritical
397.50	30.000	1.8039	0.55436	3719.2	5382.3	43.536	10.370	14.518	1536.8	-0.043831	1.0869e-05	0.23292	supercritical
398.50	30.000	1.7994	0.55573	3729.6	5396.8	43.572	10.371	14.518	1538.6	-0.043921	1.0888e-05	0.23333	supercritical
399.50	30.000	1.7950	0.55711	3740.0	5411.3	43.608	10.372	14.518	1540.5	-0.044010	1.0906e-05	0.23375	supercritical
400.50	30.000	1.7905	0.55849	3750.4	5425.9	43.645	10.372	14.519	1542.4	-0.044099	1.0925e-05	0.23416	supercritical
